OBJECTID,坡度,剖面曲率,平面曲率,岩性,TWI,降雨,NDVI,距河流距离,距断层距离,斜坡单元,斜坡结构,灾害类别
2782298,3,7,5,3,6,7,7,3,1,33,4,1
2782300,4,7,5,3,6,7,7,3,1,33,4,1
2782301,4,5,5,3,6,7,7,3,1,33,4,1
2782302,4,5,5,3,6,7,6,3,1,33,4,1
2782303,3,5,5,3,6,7,6,3,1,33,4,1
2782316,4,4,6,3,4,7,5,3,1,33,4,1
2782317,4,5,6,3,4,7,5,3,1,33,4,1
2782318,4,5,6,3,2,7,5,3,1,33,4,1
2782319,3,5,6,3,2,7,5,3,1,33,4,1
2782321,3,5,6,3,2,7,5,3,1,33,4,1
2782322,4,5,6,3,2,7,5,3,1,33,4,1
2782323,4,5,6,3,2,7,6,3,1,33,4,1
2782324,4,5,6,3,2,7,6,3,1,33,4,1
2782325,4,5,6,3,2,6,6,3,1,33,4,1
2782326,4,5,4,3,2,6,6,3,1,33,4,1
2782327,4,5,4,3,2,6,6,3,1,33,4,1
2782329,4,6,4,3,2,6,6,3,1,33,4,1
2782330,4,6,4,3,2,6,5,3,1,33,4,1
2782331,5,6,4,3,2,6,5,3,1,33,4,1
2782486,8,4,6,3,2,4,8,1,1,19,4,1
2782487,7,4,6,3,2,4,8,1,1,19,4,1
2782488,7,6,5,3,2,4,8,1,1,19,4,1
2782490,5,6,5,3,2,4,7,1,1,19,4,1
2782491,5,6,6,3,2,4,7,1,1,19,4,1
2782493,7,6,6,3,2,4,7,1,1,19,4,1
2782494,7,7,5,3,2,4,7,1,1,19,4,1
2782496,9,7,5,3,2,4,7,1,1,19,4,1
2782497,9,6,6,3,2,4,7,1,1,19,4,1
2782499,8,6,6,3,2,4,7,1,1,19,4,1
2782500,8,4,6,3,3,4,7,1,1,19,4,1
2782502,6,4,6,3,3,4,7,1,1,19,4,1
2782503,6,5,5,3,3,4,7,1,1,19,4,1
2782504,6,5,5,3,3,4,8,1,1,19,4,1
2782505,5,5,5,3,3,4,8,1,1,19,4,1
2782506,5,5,5,3,3,4,8,1,1,19,4,1
2782508,4,5,5,3,3,4,8,1,1,19,4,1
2782509,4,7,5,3,3,4,8,1,1,19,4,1
2782511,4,7,5,3,3,4,9,1,1,19,4,1
2782512,3,7,4,3,3,4,9,1,1,19,4,1
2782515,4,7,4,3,3,4,9,1,1,19,4,1
2782516,4,6,6,3,3,4,9,1,1,19,4,1
2782518,5,6,6,3,3,4,9,1,1,19,4,1
2782519,5,6,5,3,3,4,9,1,1,19,4,1
2782521,7,6,5,3,3,4,9,1,1,19,4,1
2782522,7,5,6,3,3,4,9,1,1,19,4,1
2782524,6,5,6,3,3,4,9,1,1,19,4,1
2782850,3,6,6,3,5,7,9,5,1,33,4,1
2782852,3,6,6,3,5,7,9,5,1,33,4,1
2782854,3,6,6,3,5,7,7,5,1,33,4,1
2782855,3,6,5,3,5,7,7,5,1,33,4,1
2782856,3,6,5,3,5,7,7,4,1,33,4,1
2782858,4,6,5,3,5,7,7,4,1,33,4,1
2782929,7,3,8,3,3,6,4,3,1,33,4,1
2782931,7,3,8,3,3,6,6,3,1,33,4,1
2782932,8,6,3,3,3,6,6,3,1,33,4,1
2782934,8,6,3,3,3,6,7,3,1,33,4,1
2782935,9,3,6,3,3,6,7,3,1,33,4,1
2782938,7,1,9,3,3,6,7,3,1,33,4,1
2782941,5,8,8,3,3,6,7,3,1,33,4,1
2782951,9,4,5,3,1,6,8,3,1,33,4,1
2782953,9,4,5,3,1,6,8,3,1,33,4,1
2782954,6,6,5,3,1,6,8,3,1,33,4,1
2782955,6,6,5,3,1,6,9,3,1,33,4,1
2782956,6,6,5,3,1,6,9,3,1,33,4,1
2782957,8,6,4,3,1,6,9,3,1,33,4,1
2782960,9,7,4,3,1,6,9,3,1,33,4,1
2782963,9,6,6,3,1,6,9,3,1,33,4,1
2782965,9,6,6,3,1,6,8,3,1,33,4,1
2782966,9,6,6,3,1,6,8,3,1,33,4,1
2783122,4,6,6,3,4,3,8,1,1,19,4,1
2783123,4,6,6,3,4,3,8,1,1,19,4,1
2783125,4,6,5,3,4,3,8,1,1,19,4,1
2783126,4,6,5,3,4,3,7,1,1,19,4,1
2783128,5,6,5,3,2,3,7,1,1,19,4,1
2783129,5,6,5,3,2,3,7,1,1,19,4,1
2783131,6,5,6,3,2,3,7,1,1,19,4,1
2783132,6,5,6,3,2,3,7,1,1,19,4,1
2783135,6,5,6,3,2,3,7,1,1,19,4,1
2783136,6,5,6,3,2,3,8,1,1,19,4,1
2783137,5,6,5,3,2,3,8,1,1,19,4,1
2783139,5,6,5,3,2,3,8,1,1,19,4,1
2783140,5,7,6,3,2,3,8,1,1,19,4,1
2783142,5,7,6,3,2,3,8,1,1,19,4,1
2783143,5,7,6,3,2,3,7,1,1,19,4,1
2783145,5,7,6,3,2,3,7,1,1,19,4,1
2783147,5,7,6,3,2,3,8,1,1,19,4,1
2783148,5,7,6,3,2,3,8,1,1,19,4,1
2783149,5,6,5,3,2,3,8,1,1,19,4,1
2783150,5,6,5,3,2,3,7,1,1,19,4,1
2783151,5,6,5,3,2,3,7,1,1,19,4,1
2783153,5,6,6,3,4,3,7,1,1,19,4,1
2783154,5,6,6,3,4,3,8,1,1,19,4,1
2783157,5,6,6,3,4,3,8,1,1,19,4,1
2783159,5,6,5,3,4,3,8,1,1,19,4,1
2783160,5,6,5,3,4,3,8,1,1,19,4,1
2783162,5,6,6,3,4,3,8,1,1,19,4,1
2783163,5,6,6,3,4,3,8,1,2,19,4,1
2783491,7,7,3,3,2,6,6,4,1,33,4,1
2783492,7,3,7,3,2,6,6,4,1,33,4,1
2783493,7,3,7,3,2,6,5,4,1,33,4,1
2783495,7,3,8,3,2,6,5,4,1,33,4,1
2783566,5,3,8,3,6,5,9,3,1,33,4,1
2783567,6,3,8,3,6,5,9,3,1,33,4,1
2783569,6,5,7,3,6,5,8,3,1,33,4,1
2783570,7,5,7,3,6,5,8,3,1,33,4,1
2783572,7,7,5,3,6,5,8,3,1,33,4,1
2783573,7,7,5,3,6,5,8,3,1,33,4,1
2783575,7,6,4,3,2,5,8,3,1,33,4,1
2783577,7,6,4,3,2,5,8,3,1,33,4,1
2783578,7,7,5,3,2,5,8,3,1,33,4,1
2783587,7,6,6,3,2,5,8,3,1,33,4,1
2783588,7,6,6,3,2,5,8,2,1,33,4,1
2783589,7,6,6,3,2,5,8,2,1,33,4,1
2783590,7,6,6,3,2,5,9,2,1,33,4,1
2783591,7,3,7,3,2,5,9,2,1,33,4,1
2783592,7,3,7,3,2,5,9,2,1,33,4,1
2783594,7,6,3,3,2,5,9,2,1,33,4,1
2783595,7,6,3,3,2,5,9,2,1,33,4,1
2783597,7,3,8,3,2,5,9,2,1,33,4,1
2783598,8,3,8,3,2,4,9,2,1,33,4,1
2783600,8,7,3,3,4,4,9,2,1,33,4,1
2783601,9,7,3,3,4,4,8,2,1,33,4,1
2783603,9,5,5,3,4,4,8,2,1,33,4,1
2783604,5,6,5,3,4,4,9,2,1,33,4,1
2783759,4,6,6,3,1,3,7,1,1,19,4,1
2783760,5,6,6,3,1,3,7,1,1,19,4,1
2783761,5,6,6,3,1,3,8,1,1,19,4,1
2783762,5,6,6,3,1,3,8,1,1,19,4,1
2783765,5,7,5,3,1,3,8,1,1,19,4,1
2783766,4,7,5,3,1,3,8,1,1,19,4,1
2783768,4,6,6,3,1,3,8,1,1,19,4,1
2783771,4,6,5,3,1,3,8,1,1,19,4,1
2783774,4,4,7,3,1,3,8,1,1,19,4,1
2783775,3,4,7,3,1,3,8,1,1,19,4,1
2783777,3,6,5,3,1,3,8,1,1,19,4,1
2783778,3,6,5,3,1,3,9,1,1,19,4,1
2783780,3,6,4,3,1,3,9,1,1,19,4,1
2783781,3,6,4,3,1,4,9,1,1,19,4,1
2783782,3,6,4,3,1,4,9,1,2,19,4,1
2783783,3,6,5,3,1,4,9,1,2,19,4,1
2783784,4,6,5,3,1,4,9,1,2,19,4,1
2783786,4,6,5,3,1,4,9,1,2,19,4,1
2783790,4,6,5,3,1,4,9,1,2,19,4,1
2783793,4,6,4,3,1,4,9,1,2,19,4,1
2783794,5,6,4,3,1,4,9,1,2,19,4,1
2783796,5,5,5,3,1,4,9,1,2,19,4,1
2783799,5,6,4,3,1,4,9,2,2,19,4,1
2784202,8,5,7,3,4,4,8,3,1,33,4,1
2784203,8,6,6,3,4,4,8,3,1,33,4,1
2784204,8,6,6,3,1,4,8,3,1,33,4,1
2784205,6,6,6,3,1,4,8,3,1,33,4,1
2784206,6,6,5,3,1,4,8,2,1,33,4,1
2784208,7,6,5,3,1,4,8,2,1,33,4,1
2784209,7,6,6,3,1,4,8,2,1,33,4,1
2784211,8,6,6,3,1,4,7,2,1,33,4,1
2784212,8,5,6,3,1,4,7,2,1,33,4,1
2784223,6,6,6,3,2,4,9,2,1,33,4,1
2784224,6,6,6,3,2,4,9,2,1,33,4,1
2784226,6,6,5,3,2,4,9,2,1,33,4,1
2784228,6,6,5,3,2,3,9,2,1,33,4,1
2784229,6,5,6,3,2,3,9,2,1,33,4,1
2784231,5,5,6,3,2,3,9,2,1,33,4,1
2784232,5,6,5,3,2,3,8,2,1,33,4,1
2784234,6,6,5,3,2,3,8,2,1,33,4,1
2784236,6,6,5,3,2,3,7,2,1,33,4,1
2784237,7,6,5,3,2,3,7,2,1,33,4,1
2784239,7,6,5,3,3,3,7,2,1,33,4,1
2784240,6,6,5,3,3,3,7,2,1,33,4,1
2784395,6,6,5,3,2,4,8,1,1,19,4,1
2784397,6,6,5,3,2,4,8,1,1,19,4,1
2784399,6,6,4,3,2,4,8,1,1,19,4,1
2784400,6,6,4,3,2,4,8,1,1,19,4,1
2784401,6,6,4,3,2,4,8,1,2,19,4,1
2784402,6,6,4,3,2,4,9,1,2,19,4,1
2784403,6,6,4,3,2,4,9,1,2,19,4,1
2784405,6,5,5,3,2,4,9,1,2,19,4,1
2784407,6,5,5,3,2,4,9,1,2,19,4,1
2784408,6,6,5,3,2,4,9,1,2,19,4,1
2784409,6,6,5,3,2,4,8,1,2,19,4,1
2784410,5,6,5,3,2,4,8,1,2,19,4,1
2784411,5,5,5,3,7,4,8,1,2,19,4,1
2784413,5,5,5,3,7,4,8,1,2,19,4,1
2784414,5,5,6,3,7,4,8,1,2,19,4,1
2784416,5,5,6,3,7,4,8,1,2,19,4,1
2784417,5,5,6,3,7,4,8,2,2,19,4,1
2784419,5,5,6,3,7,4,8,2,2,19,4,1
2784422,5,5,6,3,7,4,8,2,2,19,4,1
2784423,5,4,6,3,7,4,8,2,2,19,4,1
2784425,5,4,6,3,7,4,8,2,2,19,4,1
2784426,5,4,6,3,7,4,7,2,2,19,4,1
2784427,5,4,5,3,7,4,7,2,2,19,4,1
2784428,5,4,5,3,7,4,7,2,2,19,4,1
2784429,6,4,5,3,7,4,7,2,2,19,4,1
2784430,6,6,4,3,7,4,7,2,2,19,4,1
2784431,6,6,5,3,7,4,7,2,2,19,4,1
2784432,6,5,6,3,7,3,7,2,2,19,4,1
2784433,6,5,6,3,7,3,8,2,2,19,4,1
2784434,6,5,6,3,7,3,8,2,2,19,4,1
2784435,5,5,6,3,7,3,8,2,2,19,4,1
2784436,5,5,5,3,7,3,8,2,2,19,4,1
2784437,5,5,5,3,7,3,8,2,2,19,4,1
2784438,2,5,5,3,7,3,8,2,2,19,4,1
2784839,5,6,6,3,3,3,7,2,1,33,4,1
2784841,5,7,5,3,3,3,7,2,1,33,4,1
2784842,5,7,5,3,3,3,7,2,1,33,4,1
2784844,6,7,6,3,4,3,8,2,1,33,4,1
2784845,6,7,6,3,4,3,8,2,1,33,4,1
2784847,6,7,5,3,4,3,8,2,1,33,4,1
2784848,6,7,5,3,4,3,8,2,1,33,4,1
2784851,5,6,6,3,4,3,7,2,1,33,4,1
2784859,5,6,6,3,4,3,7,2,1,33,4,1
2784860,5,6,6,3,4,3,7,2,1,33,4,1
2784861,5,6,6,3,4,3,9,2,1,33,4,1
2784863,5,6,6,3,4,3,9,3,1,33,4,1
2784866,5,6,6,3,4,3,9,3,1,33,4,1
2784868,5,6,6,3,2,3,9,3,1,33,4,1
2784869,6,6,6,3,2,3,9,3,1,33,4,1
2784872,6,6,6,3,2,3,8,3,1,33,4,1
2784875,4,6,5,3,2,3,8,3,1,33,4,1
2785031,2,6,6,3,7,3,8,1,2,19,4,1
2785032,2,5,6,3,7,3,8,1,2,19,4,1
2785033,6,5,6,3,7,3,8,1,2,19,4,1
2785034,2,5,6,3,7,3,8,1,2,19,4,1
2785035,2,5,6,3,7,7,8,2,2,19,4,1
2785036,2,6,5,3,7,7,8,2,2,19,4,1
2785038,2,6,5,3,7,7,7,2,2,19,4,1
2785039,2,6,5,3,7,7,7,2,2,19,4,1
2785040,3,6,5,3,7,7,7,2,2,19,4,1
2785042,3,5,6,3,7,7,7,2,2,19,4,1
2785045,3,6,5,3,7,7,8,2,2,19,4,1
2785048,3,6,6,3,7,7,9,2,2,19,4,1
2785051,3,6,6,3,7,7,9,2,2,19,4,1
2785054,3,5,6,3,7,7,9,2,2,19,4,1
2785055,3,5,6,3,7,7,8,2,2,19,4,1
2785057,3,6,5,3,7,7,8,2,2,19,4,1
2785058,3,6,5,3,7,7,8,2,2,19,4,1
2785059,3,6,5,3,7,7,9,2,2,19,4,1
2785060,3,6,6,3,7,7,9,2,2,19,4,1
2785061,3,6,6,3,7,7,9,2,2,19,4,1
2785062,3,6,6,3,7,7,8,2,2,19,4,1
2785064,3,6,6,3,7,7,8,2,2,19,4,1
2785067,2,6,6,3,7,7,8,2,2,19,4,1
2785069,2,5,6,3,7,7,8,2,2,19,4,1
2785070,2,5,6,3,7,7,8,2,2,19,4,1
2785073,2,6,5,3,7,7,7,2,2,19,4,1
2785076,2,5,6,3,7,7,6,2,2,19,4,1
2785475,4,6,5,3,4,3,8,2,1,33,4,1
2785476,4,6,5,3,4,3,8,3,1,33,4,1
2785478,4,6,5,3,4,3,8,3,1,33,4,1
2785481,4,6,4,3,4,3,8,3,1,33,4,1
2785484,4,5,5,3,4,3,8,3,1,33,4,1
2785487,4,5,5,3,4,3,8,3,1,33,4,1
2785494,4,5,6,3,4,3,9,3,1,33,4,1
2785495,5,5,6,3,4,3,9,3,1,33,4,1
2785497,5,6,6,3,4,3,9,3,1,33,4,1
2785498,6,6,6,3,1,3,9,3,1,33,4,1
2785499,6,6,6,3,1,3,9,2,1,33,4,1
2785500,6,6,5,3,1,3,9,2,1,33,4,1
2785501,6,6,5,3,1,4,9,2,1,33,4,1
2785503,6,6,5,3,1,4,9,2,1,33,4,1
2785506,6,7,5,3,1,4,9,2,1,33,4,1
2785507,5,7,5,3,1,4,9,2,1,33,4,1
2785509,5,5,6,3,1,4,9,2,1,33,4,1
2785512,5,5,7,3,1,4,9,2,1,33,4,1
2785667,4,5,6,3,7,7,8,2,2,19,4,1
2785669,4,6,6,3,7,7,8,2,2,19,4,1
2785670,4,6,6,3,6,7,8,2,2,19,4,1
2785671,3,6,6,3,6,7,8,2,2,19,4,1
2785673,3,6,6,3,6,7,8,2,2,19,4,1
2785676,3,5,6,3,6,7,8,2,2,19,4,1
2785679,3,6,6,3,6,7,8,2,2,19,4,1
2785681,4,6,6,3,6,7,8,2,2,19,4,1
2785682,4,5,6,3,6,7,8,2,2,19,4,1
2785685,4,6,6,3,6,7,7,2,2,19,4,1
2785687,2,6,6,3,6,7,7,2,2,19,4,1
2785688,2,6,6,3,6,7,8,2,2,19,4,1
2785691,2,6,5,3,6,7,8,2,2,19,4,1
2785693,4,6,5,3,6,7,8,2,2,19,4,1
2785694,4,5,6,3,6,7,8,2,2,19,4,1
2785697,4,5,6,3,6,7,8,2,2,19,4,1
2785698,4,5,6,3,6,7,9,2,2,19,4,1
2785699,3,5,6,3,6,7,9,2,2,19,4,1
2785700,3,5,6,3,6,7,9,5,3,19,4,1
2785702,4,5,6,3,6,7,8,5,3,19,4,1
2785703,4,5,6,3,6,7,8,5,3,19,4,1
2785706,4,5,7,3,6,7,8,5,3,19,4,1
2785710,4,4,6,3,6,7,8,5,3,19,4,1
2786111,6,5,6,3,1,3,8,3,1,33,4,1
2786112,6,6,6,3,1,3,9,3,1,33,4,1
2786114,5,6,6,3,1,3,9,3,1,33,4,1
2786115,5,5,6,3,1,3,9,2,1,33,4,1
2786118,5,6,7,3,1,3,9,2,1,33,4,1
2786119,5,6,7,3,1,3,8,2,1,33,4,1
2786121,5,4,5,3,1,3,8,2,1,33,4,1
2786123,6,4,5,3,1,3,8,2,1,33,4,1
2786130,6,5,6,3,2,3,8,2,1,33,4,1
2786133,6,5,6,3,2,3,8,2,1,33,4,1
2786134,6,5,5,3,2,3,8,2,1,33,4,1
2786136,4,5,5,3,2,3,8,2,1,33,4,1
2786137,4,6,5,3,2,3,8,2,1,33,4,1
2786139,3,6,5,3,2,3,8,2,1,33,4,1
2786142,3,6,5,3,2,3,8,2,1,33,4,1
2786145,3,6,5,3,2,3,8,2,1,33,4,1
2786149,3,7,5,3,2,3,8,2,1,33,4,1
2786303,5,6,4,3,5,7,7,2,2,19,4,1
2786304,5,6,4,3,5,6,7,2,2,19,4,1
2786305,4,6,4,3,5,6,7,2,2,19,4,1
2786306,4,7,3,3,5,6,7,2,2,19,4,1
2786308,3,7,3,3,5,6,7,2,2,19,4,1
2786309,3,5,5,3,5,6,7,2,2,19,4,1
2786310,3,5,5,3,5,6,5,2,2,19,4,1
2786311,2,5,5,3,5,6,5,2,2,19,4,1
2786312,2,5,5,3,5,6,5,2,2,19,4,1
2786313,2,2,8,3,5,6,5,2,2,19,4,1
2786314,2,2,8,3,5,6,4,2,2,19,4,1
2786315,3,2,8,3,5,6,4,2,2,19,4,1
2786316,3,8,6,3,5,6,4,5,3,19,4,1
2786318,5,8,6,3,5,6,4,5,3,19,4,1
2786319,5,7,5,3,5,6,4,5,3,19,4,1
2786321,6,7,5,3,5,6,5,5,3,19,4,1
2786322,6,4,4,3,5,6,5,5,3,19,4,1
2786324,7,4,4,3,5,6,7,5,3,19,4,1
2786325,7,7,4,3,5,6,7,5,3,19,4,1
2786328,7,6,7,3,5,6,7,5,3,19,4,1
2786330,8,6,7,3,5,6,7,5,3,19,4,1
2786331,8,1,8,3,5,6,7,5,3,19,4,1
2786334,8,7,1,3,5,6,7,5,3,19,4,1
2786337,8,8,2,3,5,6,7,5,3,19,4,1
2786338,8,8,2,3,5,6,8,5,3,19,4,1
2786340,8,8,4,3,5,6,8,5,3,19,4,1
2786342,7,8,4,3,5,6,7,5,3,19,4,1
2786343,7,7,5,3,5,6,7,5,3,19,4,1
2786345,8,7,5,3,5,6,5,5,3,19,4,1
2786346,8,7,5,3,5,6,5,5,3,19,4,1
2786348,9,7,5,3,6,6,5,5,3,19,4,1
2786349,9,7,5,3,6,6,4,5,3,19,4,1
2786746,3,6,5,3,7,7,8,2,1,33,4,1
2786748,3,6,5,3,7,7,8,2,1,33,4,1
2786749,3,5,5,3,7,7,8,2,1,33,4,1
2786751,3,5,5,3,7,7,8,2,1,33,4,1
2786752,3,6,5,3,7,7,8,2,1,33,4,1
2786754,3,6,5,3,7,7,8,2,1,33,4,1
2786755,3,5,6,3,7,7,8,2,1,33,4,1
2786757,3,5,6,3,7,7,8,2,1,33,4,1
2786758,3,6,5,3,7,7,8,2,1,33,4,1
2786765,3,5,6,3,7,7,9,2,1,33,4,1
2786767,3,5,6,3,7,7,9,2,1,33,4,1
2786770,3,5,6,3,7,7,9,2,1,33,4,1
2786771,3,6,6,3,7,7,9,2,1,33,4,1
2786772,3,6,6,3,7,7,8,2,1,33,4,1
2786773,3,6,6,3,7,7,8,2,1,33,4,1
2786776,4,6,6,3,7,7,9,2,1,33,4,1
2786779,3,6,6,3,7,7,9,2,1,33,4,1
2786781,3,6,6,3,7,7,9,1,1,33,4,1
2786782,3,6,6,3,7,7,9,1,1,33,4,1
2786783,3,6,5,3,7,7,9,1,1,33,4,1
2786943,9,5,6,3,6,6,8,5,3,19,4,1
2786944,9,5,6,3,6,5,8,5,3,19,4,1
2786945,7,5,6,3,6,5,8,5,3,19,4,1
2786946,7,6,6,3,6,5,8,5,3,19,4,1
2786947,7,6,6,3,4,5,8,5,3,19,4,1
2786948,6,6,6,3,4,5,8,5,3,19,4,1
2786949,6,6,6,3,4,5,8,5,3,19,4,1
2786952,5,6,6,3,4,5,8,5,3,19,4,1
2786953,5,7,4,3,4,5,8,5,3,19,4,1
2786955,6,7,4,3,4,5,8,5,3,19,4,1
2786956,6,3,7,3,4,5,8,5,3,19,4,1
2786958,5,3,7,3,2,5,8,5,3,19,4,1
2786959,5,6,6,3,2,5,8,5,3,19,4,1
2786960,5,6,6,3,2,5,9,5,3,19,4,1
2786962,5,3,7,3,2,5,9,5,3,19,4,1
2786964,7,3,7,3,2,5,9,5,3,19,4,1
2786965,7,6,4,3,2,5,9,5,3,19,4,1
2786967,8,6,4,3,2,5,9,5,3,19,4,1
2786968,8,8,3,3,2,5,9,5,3,19,4,1
2786971,8,5,4,3,2,5,7,5,3,19,4,1
2786973,7,5,4,3,2,5,7,5,3,19,4,1
2786974,7,4,6,3,2,5,8,5,3,19,4,1
2786976,6,4,6,3,2,5,8,5,3,19,4,1
2786977,6,4,7,3,2,5,8,5,3,19,4,1
2786980,6,4,7,3,2,5,8,5,3,19,4,1
2786981,6,4,7,3,2,5,9,5,3,19,4,1
2786982,7,4,7,3,2,5,9,5,3,19,4,1
2786983,7,4,7,3,3,5,9,5,3,19,4,1
2786984,7,5,6,3,3,5,9,5,3,19,4,1
2787380,4,6,6,3,7,7,8,2,1,33,4,1
2787382,4,6,6,3,7,7,8,2,1,33,4,1
2787383,4,6,6,3,7,7,7,2,1,33,4,1
2787384,2,6,6,3,7,7,7,2,1,33,4,1
2787385,2,6,6,3,7,7,7,2,1,33,4,1
2787388,2,5,7,3,7,7,7,2,1,33,4,1
2787390,4,5,7,3,7,7,7,2,1,33,4,1
2787391,4,5,6,3,7,7,7,2,1,33,4,1
2787399,4,5,6,3,7,7,8,1,1,33,4,1
2787400,4,5,6,3,7,7,8,1,1,33,4,1
2787403,4,4,6,3,7,7,8,1,1,33,4,1
2787406,4,4,6,3,7,7,8,1,1,33,4,1
2787407,4,5,5,3,7,7,8,1,1,33,4,1
2787409,4,5,5,3,6,7,8,1,1,33,4,1
2787410,4,6,6,3,6,7,8,1,1,33,4,1
2787412,4,6,6,3,6,7,8,1,1,33,4,1
2787413,4,6,5,3,6,7,8,1,1,33,4,1
2787416,4,6,6,3,6,7,8,1,1,33,4,1
2787584,5,4,7,3,3,4,9,5,3,19,4,1
2787586,5,4,7,3,3,4,9,5,3,19,4,1
2787587,5,4,7,3,1,4,9,5,3,19,4,1
2787588,4,4,7,3,1,4,9,5,3,19,4,1
2787589,4,6,6,3,1,4,8,5,3,19,4,1
2787591,7,6,6,3,1,4,8,5,3,19,4,1
2787592,7,7,5,3,1,4,8,5,3,19,4,1
2787594,9,7,5,3,1,4,8,5,3,19,4,1
2787595,9,6,5,3,1,4,8,5,3,19,4,1
2787597,8,6,5,3,1,4,8,5,3,19,4,1
2787598,8,5,6,3,1,4,8,5,3,19,4,1
2787600,7,5,6,3,1,4,8,5,3,19,4,1
2787601,7,5,6,3,1,4,8,5,3,19,4,1
2787603,7,5,6,3,1,4,9,5,3,19,4,1
2787604,7,4,7,3,1,4,9,5,3,19,4,1
2787605,7,4,7,3,1,4,9,5,3,19,4,1
2787606,6,4,7,3,1,4,9,5,3,19,4,1
2787607,6,7,5,3,1,4,9,5,2,19,4,1
2787608,6,7,5,3,1,4,9,5,2,19,4,1
2787609,7,7,5,3,1,4,9,5,2,19,4,1
2787610,7,6,5,3,1,4,9,5,2,19,4,1
2787611,7,6,5,3,1,4,9,5,2,19,4,1
2787612,8,6,5,3,6,4,9,5,2,19,4,1
2787613,8,5,6,3,6,4,9,5,2,19,4,1
2787614,8,5,6,3,6,4,9,5,2,19,4,1
2787615,7,5,6,3,6,4,9,5,2,19,4,1
2787616,7,4,6,3,6,4,9,5,2,19,4,1
2787617,7,4,6,3,6,4,9,5,2,19,4,1
2787618,6,4,6,3,6,4,9,5,2,19,4,1
2788015,6,8,2,3,6,6,6,1,1,33,4,1
2788016,6,6,5,3,6,6,6,1,1,33,4,1
2788018,6,6,5,3,6,6,6,1,1,33,4,1
2788019,6,5,4,3,6,6,5,1,1,33,4,1
2788021,5,5,4,3,6,6,5,1,1,33,4,1
2788022,5,7,5,3,6,6,5,1,1,33,4,1
2788024,5,7,5,3,6,6,5,1,1,33,4,1
2788025,5,6,5,3,6,6,5,1,1,33,4,1
2788027,8,6,5,3,6,6,5,1,1,33,4,1
2788034,8,6,4,3,6,6,5,1,1,33,4,1
2788037,8,7,6,3,6,6,7,1,1,33,4,1
2788039,8,7,6,3,5,6,7,1,1,33,4,1
2788040,8,8,6,3,5,6,7,1,1,33,4,1
2788043,8,8,6,3,5,6,7,1,1,33,4,1
2788044,8,5,3,3,5,6,8,1,1,33,4,1
2788046,8,5,3,3,5,6,8,1,1,33,4,1
2788047,8,3,7,3,5,6,8,1,1,33,4,1
2788049,9,3,7,3,5,6,8,1,1,33,4,1
2788050,9,6,3,3,5,6,8,1,1,33,4,1
2788051,9,6,3,3,5,6,7,1,1,33,4,1
2788052,9,6,3,3,5,6,7,1,1,33,4,1
2788053,9,6,5,3,5,6,7,1,1,33,4,1
2788226,6,5,6,3,2,3,8,5,2,19,4,1
2788227,4,5,6,3,2,3,9,5,2,19,4,1
2788228,4,6,6,3,2,3,9,5,2,19,4,1
2788229,4,6,6,3,2,3,9,5,2,19,4,1
2788230,3,6,6,3,2,3,9,5,2,19,4,1
2788232,3,6,6,3,2,3,9,5,2,19,4,1
2788233,2,6,6,3,2,3,9,5,2,19,4,1
2788235,2,6,6,3,2,3,9,5,2,19,4,1
2788236,3,6,6,3,2,3,9,5,2,19,4,1
2788237,3,5,6,3,2,3,9,5,2,19,4,1
2788238,3,5,6,3,2,3,9,5,2,19,4,1
2788241,3,5,6,3,4,3,9,5,2,19,4,1
2788244,3,5,6,3,4,3,9,5,2,19,4,1
2788245,4,5,6,3,4,3,9,5,2,19,4,1
2788247,4,5,6,3,4,3,9,5,2,19,4,1
2788248,5,5,6,3,4,3,8,5,2,19,4,1
2788249,5,6,6,3,4,3,8,5,2,19,4,1
2788250,5,6,6,3,4,3,8,5,2,19,4,1
2788251,4,6,6,3,4,3,8,5,2,19,4,1
2788252,4,5,7,3,4,3,6,5,2,19,4,1
2788649,3,4,6,3,5,5,8,1,1,33,4,1
2788651,5,4,6,3,5,5,8,1,1,33,4,1
2788652,5,4,6,3,5,5,8,1,1,33,4,1
2788655,5,5,6,3,5,5,8,1,1,33,4,1
2788658,5,3,7,3,5,5,8,1,1,33,4,1
2788659,5,3,7,3,5,5,7,1,1,33,4,1
2788660,7,3,7,3,5,5,7,1,1,33,4,1
2788661,7,4,7,3,5,5,7,1,1,33,4,1
2788668,7,5,5,3,6,5,8,1,1,33,4,1
2788669,6,5,5,3,6,5,9,1,1,33,4,1
2788670,6,5,7,3,6,5,9,1,1,33,4,1
2788673,6,6,4,3,6,5,9,1,1,33,4,1
2788675,7,6,4,3,6,5,9,1,1,33,4,1
2788676,7,8,3,3,6,5,9,1,1,33,4,1
2788679,7,8,3,3,6,5,9,1,1,33,4,1
2788680,7,6,6,3,6,5,8,1,1,33,4,1
2788682,7,6,6,3,6,5,8,1,1,33,4,1
2788683,7,1,8,3,6,5,8,1,1,33,4,1
2788685,6,1,8,3,6,5,8,1,1,33,4,1
2788686,6,8,7,3,6,5,8,1,1,33,4,1
2788687,6,8,7,3,1,5,8,1,1,33,4,1
2788688,7,8,7,3,1,5,8,1,1,33,4,1
2788867,4,7,4,3,3,3,9,5,2,19,4,1
